source file,offset,japanese,translation status,existing translations
7/S7028.DAT,0x46BFE,る<CTRL:00>ル！が<CTRL:00><G:5><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>が<CTRL:00><G:5><CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:5><CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>が<CTRL:00><G:5><CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>が<CTRL:00><G:3><CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>年<G:7>が<CTRL:00><G:15><CTRL:00><G:14><CTRL:00>、<CTRL:00>が<CTRL:00><G:7><CTRL:00><G:14><CTRL:00>た<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00><G:14><CTRL:00>は<CTRL:00><G:2><CTRL:00><G:6>,untranslated,
7/S7028.DAT,0x46C2C,か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:5><CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>が<CTRL:00><G:5><CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>が<CTRL:00><G:3><CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>年<G:7>が<CTRL:00><G:15><CTRL:00><G:14><CTRL:00>、<CTRL:00>が<CTRL:00><G:7><CTRL:00><G:14><CTRL:00>た<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00><G:14><CTRL:00>は<CTRL:00><G:2><CTRL:00><G:6>,untranslated,
7/S7028.DAT,0x46C36,る<CTRL:00>ル！が<CTRL:00><G:5><CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>が<CTRL:00><G:5><CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>が<CTRL:00><G:3><CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>年<G:7>が<CTRL:00><G:15><CTRL:00><G:14><CTRL:00>、<CTRL:00>が<CTRL:00><G:7><CTRL:00><G:14><CTRL:00>た<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00><G:14><CTRL:00>は<CTRL:00><G:2><CTRL:00><G:6>,untranslated,
7/S7028.DAT,0x46C40,か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>が<CTRL:00><G:5><CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>が<CTRL:00><G:3><CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>年<G:7>が<CTRL:00><G:15><CTRL:00><G:14><CTRL:00>、<CTRL:00>が<CTRL:00><G:7><CTRL:00><G:14><CTRL:00>た<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00><G:14><CTRL:00>は<CTRL:00><G:2><CTRL:00><G:6>,untranslated,
7/S7028.DAT,0x46C4A,る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>が<CTRL:00><G:5><CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>が<CTRL:00><G:3><CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>年<G:7>が<CTRL:00><G:15><CTRL:00><G:14><CTRL:00>、<CTRL:00>が<CTRL:00><G:7><CTRL:00><G:14><CTRL:00>た<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00><G:14><CTRL:00>は<CTRL:00><G:2><CTRL:00><G:6>,untranslated,
7/S7028.DAT,0x46C64,か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>が<CTRL:00><G:3><CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>年<G:7>が<CTRL:00><G:15><CTRL:00><G:14><CTRL:00>、<CTRL:00>が<CTRL:00><G:7><CTRL:00><G:14><CTRL:00>た<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00><G:14><CTRL:00>は<CTRL:00><G:2><CTRL:00><G:6>,untranslated,
7/S7028.DAT,0x46C6E,る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00><G:3><CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>4<CTRL:00>が<CTRL:00><G:3><CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>年<G:7>が<CTRL:00><G:15><CTRL:00><G:14><CTRL:00>、<CTRL:00>が<CTRL:00><G:7><CTRL:00><G:14><CTRL:00>た<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00><G:14><CTRL:00>は<CTRL:00><G:2><CTRL:00><G:6>,untranslated,
7/S7028.DAT,0x46C9C,か<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>年<G:7>が<CTRL:00><G:15><CTRL:00><G:14><CTRL:00>、<CTRL:00>が<CTRL:00><G:7><CTRL:00><G:14><CTRL:00>た<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00><G:14><CTRL:00>は<CTRL:00><G:2><CTRL:00><G:6>,untranslated,
7/S7028.DAT,0x46CA6,に<CTRL:00>我 う<CTRL:00>る<CTRL:00>年<G:7>が<CTRL:00><G:15><CTRL:00><G:14><CTRL:00>、<CTRL:00>が<CTRL:00><G:7><CTRL:00><G:14><CTRL:00>た<CTRL:00>が<CTRL:00> <CTRL:00><G:6><CTRL:00><G:14><CTRL:00>は<CTRL:00><G:2><CTRL:00><G:6>,untranslated,
7/S7028.DAT,0x46D58,"こうたいしようか？
<CTRL:E5><G:2>こうたいする
<CTRL:E5><G:2>こうたいしない",existing,변경?|변경|유지
7/S7028.DAT,0x46E66,"こうたいする？
<CTRL:E5><G:2>こうたいする
<CTRL:E5><G:2>こうたいしない",existing,변경?|변경|유지
7/S7028.DAT,0x46F72,"こうたいか？
<CTRL:E5><G:2>こうたいする
<CTRL:E5><G:2>こうたいしない",existing,변경?|변경|유지
7/S7028.DAT,0x4707E,"こうたい？こうたい？
<CTRL:E5><G:2>こうたいする
<CTRL:E5><G:2>こうたいしない",existing,변경?|변경|유지
7/S7028.DAT,0x4718E,"こうたいしようかの？
<CTRL:E5><G:2>こうたいする
<CTRL:E5><G:2>こうたいしない",existing,변경?|변경|유지
7/S7028.DAT,0x4729E,"む？
<CTRL:E5><G:2>こうたいする
<CTRL:E5><G:2>こうたいしない",existing,변경?|변경|유지
7/S7028.DAT,0x473A6,"こうたいかね？
<CTRL:E5><G:2>こうたいする
<CTRL:E5><G:2>こうたいしない",existing,변경?|변경|유지
7/S7028.DAT,0x47440,"アイテムがあります。
<G:90>薬草<G:89>を見つけました。",untranslated,
7/S7028.DAT,0x47490,ここにあつたものはもうひろいました,untranslated,
7/S7028.DAT,0x474DA,"大会委員 
ああいそがしい、いそがしい。
わたしはいつまでここではたらき続ければいいのでしょうか？",untranslated,
7/S7028.DAT,0x47544,宝探しでもするかね。,untranslated,
7/S7028.DAT,0x47584,しよう、しよう。,untranslated,
7/S7028.DAT,0x475C0,用がすんだらね。,untranslated,
7/S7028.DAT,0x47602,"大会委員 
出場希望者が多くて大変です。",untranslated,
7/S7028.DAT,0x47650,まあそれは、ぼくらもこうして来ているわけだし・・・。,untranslated,
7/S7028.DAT,0x476A4,先に進んだ方が良くはないか？,untranslated,
7/S7028.DAT,0x476EE,"出場者 
<G:90>風のオーフ<G:89>を手に入れたそうじゃないか。先をこされたな。",untranslated,
7/S7028.DAT,0x47746,先をこされるわけにはいかんかつたからの。,untranslated,
7/S7028.DAT,0x47790,他人の手に渡つたらやつかいだつたよ。,untranslated,
7/S7028.DAT,0x477DC,"出場者 
<G:90>トル<G:314>・デ・バンニ<G:89>は強い。
ちょつとやそつとでは勝てないぞ。",untranslated,
7/S7028.DAT,0x47838,"出場者 
え、勝つたつて？<CTRL:E4>よ
そんなばかな。",untranslated,
7/S7028.DAT,0x4788C,"出場者 
もつと強いやつはいないのか？",untranslated,
7/S7028.DAT,0x478D6,わかつてないな。,untranslated,
7/S7028.DAT,0x47912,わかつてねえな。,untranslated,
7/S7028.DAT,0x4794E,わかつとらん。,untranslated,
7/S7028.DAT,0x4798A,わかつとらあーん！,untranslated,
7/S7028.DAT,0x47AC8,<CTRL:FD><CTRL:FF><G:13>,untranslated,
7/S7028.DAT,0x48028,"大会委員 
参加なさいますか？
<CTRL:E5><G:2>参加する
<CTRL:E5><G:2>参加しない",existing,출전할까요?|출전|그만
7/S7028.DAT,0x48094,"大会委員 
そうですか。",untranslated,
7/S7028.DAT,0x480D8,"大会委員 
私の後ろに立たないで下さい。どうなつても知りませんよ。",untranslated,
7/S7028.DAT,0x48166,"大会委員 
しつこいですね。
私はしつこい人はきらいです。",untranslated,
7/S7028.DAT,0x481B8,"大会委員 
これをさし上げますから
かんベんして下さい。",untranslated,
7/S7028.DAT,0x48228,<G:90>クラ<G:276><G:222>スの本<G:89>をもらいました。,untranslated,
7/S7028.DAT,0x4827C,"大会委員 
どなたが参加なさいますか？",untranslated,
7/S7028.DAT,0x482EE,"<CTRL:E5><G:2>アーク
<CTRL:E5><G:2>ククル
<CTRL:E5><G:2>トッシュ
<CTRL:E5><G:2>次の<G:466>ージ
",existing,|아크|쿠쿠루|토슈|다음
7/S7028.DAT,0x48360,"<CTRL:E2> さんですね。
<CTRL:E5><G:2>はい
<CTRL:E5><G:2>まちがえました
",existing,맞나?|예|아니오
7/S7028.DAT,0x483CC,"<CTRL:E2>！さんですね。
<CTRL:E5><G:2>はい
<CTRL:E5><G:2>まちがえました
",existing,맞나?|예|아니오
7/S7028.DAT,0x48438,"<CTRL:E2><G:2>さんですね。
<CTRL:E5><G:2>おう
<CTRL:E5><G:2>まちがえたぜ
",existing,맞나?|예|아니오
7/S7028.DAT,0x484D8,"<CTRL:E5><G:2>ポニ
<CTRL:E5><G:2>ゴーゲン
<CTRL:E5><G:2>イーガ
<CTRL:E5><G:2>次の<G:466>ージ
",existing,|포코|마법사|이가|다음
7/S7028.DAT,0x4854C,"<CTRL:E2><G:3>さんですね。
<CTRL:E5><G:2>うん
<CTRL:E5><G:2>やつっりやだ
",existing,맞나?|예|아니오
7/S7028.DAT,0x485B6,"<CTRL:E2><G:4>さんですね。
<CTRL:E5><G:2>やる
<CTRL:E5><G:2>やめるわい
",existing,맞나?|예|아니오
7/S7028.DAT,0x4861A,"<CTRL:E2><G:5>さんですね。
<CTRL:E5><G:2>うむ",existing,맞나?|예
7/S7028.DAT,0x48666,"<CTRL:E5><G:2>チョンガラ
<CTRL:E5><G:2>次の<G:466>ージ
<CTRL:E5><G:2>やつっりやめる
<CTRL:E5><G:2>外に出る",existing,|초카라|다음|그만|나간다
7/S7028.DAT,0x486E8,"<CTRL:E2><G:7>さんですね。
<CTRL:E5><G:2>わしかい
<CTRL:E5><G:2>いやじゃ
",existing,맞나?|예|아니오
7/S7028.DAT,0x4878C,"対戦相手が決まりました。
がんばつてください。",untranslated,
7/S7028.DAT,0x487E2,る<CTRL:00>（<CTRL:00><G:14><CTRL:00>は<CTRL:00><G:4><CTRL:00>る<CTRL:00>は<CTRL:00>ラ<G:15>は<CTRL:00><G:4><CTRL:00>る<CTRL:00>、<CTRL:00>め<G:15>は<CTRL:00><G:4><CTRL:00>る<CTRL:00>か<CTRL:00>ち<G:15>は<CTRL:00><G:4><CTRL:00>る<CTRL:00>の<CTRL:00>つ<G:15>は<CTRL:00><G:4><CTRL:00>る<CTRL:00>4<CTRL:00>あ<G:15>は<CTRL:00><G:4><CTRL:00>る<CTRL:00>3<CTRL:00>り<G:15>は<CTRL:00><G:4><CTRL:00>る<CTRL:00><G:15><CTRL:00>ら<G:15>は<CTRL:00><G:4><CTRL:00>る<CTRL:00><G:11><CTRL:00>ん<G:15>は<CTRL:00><G:4><CTRL:00>る<CTRL:00><G:7><CTRL:00>ま<G:15>が,untranslated,
7/S7028.DAT,0x489F6,"アナウンス 
聞もなく参加者の受付をしめ切ります。お急ぎ下さい。",untranslated,
7/S7028.DAT,0x48A70,大会委員 参加なさいますか？,untranslated,
7/S7028.DAT,0x48AB8,"<CTRL:E5><G:2>参加する
<CTRL:E5><G:2>参加しない
<CTRL:E5><G:2>ヤミ闘技場に参加する",existing,|출전|그만|비밀 투기장
7/S7028.DAT,0x48B1E,"大会委員 
生きて帰れないかもしれませんよ。",untranslated,
7/S7028.DAT,0x48B70,"大会委員 
本当にいいんですか？
<CTRL:E5><G:2>ぜつたい勝てる！
<CTRL:E5><G:2>まだやり残したことが・",existing,정말 할까요?|승리|나중에
7/S7031.DAT,0x478B8,"ロクトール 
おめでとう、あなたが<G:633>の勇者だ。
<CTRL:E4>よさあ、<G:579><G:517>の<G:90>風のオーフ<G:89>を渡そう。",untranslated,
7/S7031.DAT,0x47928,"ロクトール 
ポニさんはよくがんばつてくれましたのでこれもさしあげましょう。",untranslated,
7/S7031.DAT,0x47986,<G:90>おもちゃのゆびわ<G:89>を手に入れた,untranslated,
7/S7031.DAT,0x47A3C,"ロクトール 
<CTRL:E4>4チャンピオンに<CTRL:E4>ご大きなはく手を・・。",untranslated,
7/S7032.DAT,0x4786E,"ロクトール 
お集まりのみなさん。",untranslated,
7/S7032.DAT,0x478BA,"ロクトール 
この武闘大会の<G:579><G:517>は<CTRL:E4>よ
あの<G:90>風のオーフ<G:89>です。<CTRL:E4>ご",untranslated,
7/S7032.DAT,0x4791A,"ロクトール 
古くは<CTRL:E4>スキンダム王国で<CTRL:E4>ご造られ、<CTRL:E4>よ",untranslated,
7/S7032.DAT,0x47972,"ロクトール 
その後<CTRL:E4>よ王位を継いで
その持ち主になる者は
必す<CTRL:E4>ご底<G:804>（ひごう）の死をとげ、",untranslated,
7/S7032.DAT,0x479EC,"ロクトール 
王家滅亡後も<CTRL:E4>よ<G:710>力者や富<G:795>（ふごう）の聞に<CTRL:E4>よその欲しさと<CTRL:E4>つ恐<G:748>で<CTRL:E4>よかたり継がれて<CTRL:E4>よきたものです。<CTRL:E4>よ",untranslated,
7/S7032.DAT,0x47A72,"ロクトール 
まさに、<CTRL:E4>よこの血で血を争う
武闘大会の勝者にふ<CTRL:E4><G:10>さ<CTRL:E4><G:10>わ<CTRL:E4><G:10>し<CTRL:E4><G:10>い
<CTRL:E4><G:10>も<CTRL:E4><G:10>の<CTRL:E4><G:10>で<CTRL:E4><G:10>は<CTRL:E4><G:6>な<CTRL:E4><G:6>い<CTRL:E4><G:6>で<CTRL:E4><G:6>し<CTRL:E4><G:6>ょ<CTRL:E4><G:6>う<CTRL:E4><G:6>か<CTRL:E4><G:6>？<CTRL:E4>よ",untranslated,
7/S7032.DAT,0x47B24,"ロクトール 
しかし、<CTRL:E4>ごこの大会の勝者には<CTRL:E4>スもう一つの<CTRL:E4>つ
試練（しれん）が待つている！。<CTRL:E4>め",untranslated,
7/S7032.DAT,0x47B92,"ロクトール 
前回<CTRL:E4>めのチャンピオン
<CTRL:E4>よ<G:90>トル<G:314>・デ・バンニ<G:89>を倒さなくてはならないのです。",untranslated,
7/S7032.DAT,0x47C00,"ロクトール 
さあ、<CTRL:E4>よそれでは<CTRL:E4>つ生と<CTRL:E4><G:90>死をかけた<CTRL:E4><G:90>戦いの火ぶたを<CTRL:E4>め切<CTRL:E4><G:5>つ<CTRL:E4><G:5>て<CTRL:E4><G:5>落<CTRL:E4><G:5>と<CTRL:E4><G:5>そ<CTRL:E4><G:5>う<CTRL:E4><G:5>で<CTRL:E4><G:5>は<CTRL:E4><G:5>あ<CTRL:E4><G:5>り<CTRL:E4><G:5>ま<CTRL:E4><G:5>せ<CTRL:E4><G:5>ん<CTRL:E4><G:5>か<CTRL:E4><G:5>！。",untranslated,
8/S8011.DAT,0x4782E,る<CTRL:00>し<CTRL:00><G:5>,untranslated,
8/S8011.DAT,0x47870,ふ！<G:7><CTRL:00>4<CTRL:00>ふ！<G:7><CTRL:00>の<CTRL:00>ふ！<G:7><CTRL:00>な<CTRL:00>ふ！<G:7><CTRL:00>し<CTRL:00>ふ！<G:6><CTRL:00><CTRL:FF><CTRL:FF>の<CTRL:00>し<CTRL:00>ぞ！て,untranslated,
8/S8011.DAT,0x478EC,一！<G:6><CTRL:00>4<CTRL:00>一！<G:6><CTRL:00>の<CTRL:00>一！<G:6><CTRL:00>な<CTRL:00>一！<G:6><CTRL:00>し<CTRL:00>一！て,untranslated,
8/S8011.DAT,0x4794C,石<CTRL:00>え！攻<G:7>！<CTRL:00><G:5><CTRL:00>に<CTRL:00>先<G:10><CTRL:00><CTRL:FF><CTRL:FF>4<CTRL:00>た<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00><G:3><CTRL:00>な<CTRL:00>石<CTRL:00>グ（<G:15><CTRL:FF>！<CTRL:00><G:12><CTRL:00><G:3><CTRL:00>の<CTRL:00>石<CTRL:00>グ（見！！<CTRL:00><G:12><CTRL:00><G:3><CTRL:00>し<CTRL:00>石<CTRL:00>か<G:7><G:989>！<CTRL:00><G:12><CTRL:00><G:3><CTRL:00>4<CTRL:00>石,untranslated,
8/S8011.DAT,0x479A2,石<CTRL:00>え！攻<G:7>！<CTRL:00><G:3><CTRL:00>に<CTRL:00>先<G:10><CTRL:00><CTRL:FF><CTRL:FF>4<CTRL:00>た<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00><G:3><CTRL:00><G:25><CTRL:00>石,untranslated,
8/S8011.DAT,0x479DC,<CTRL:00><CTRL:FF>0<CTRL:00><G:25><CTRL:00>や<CTRL:00>0<CTRL:00>た<CTRL:00>や<CTRL:00>0<CTRL:00>4<CTRL:00>や<CTRL:00>う<CTRL:00>ら<CTRL:00><G:2><CTRL:00>で！て,untranslated,
8/S8011.DAT,0x47A2C,敵 <G:6><CTRL:00>4<CTRL:00>敵 <G:6><CTRL:00>の<CTRL:00>敵 <G:6><CTRL:00>な<CTRL:00>敵 <G:6><CTRL:00>し<CTRL:00>敵 う<CTRL:00><G:7><CTRL:00>6<CTRL:00>ど！<G:7><CTRL:00>4<CTRL:00>じ！<G:7><CTRL:00>の<CTRL:00>マ！<G:7><CTRL:00>な<CTRL:00>タ！<G:7><CTRL:00>し<CTRL:00>シ！う<CTRL:00><G:7><CTRL:00>6<CTRL:00>出！<G:7><CTRL:00>4<CTRL:00>ね！<G:7><CTRL:00>の<CTRL:00>下！<G:7><CTRL:00>な<CTRL:00>何！<G:7><CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00><G:2><CTRL:00>ゃ う<CTRL:00>ら<CTRL:00><G:2><CTRL:00>2！に<CTRL:00>ろ て,untranslated,
8/S8011.DAT,0x47A4C,ど！<G:7><CTRL:00>4<CTRL:00>じ！<G:7><CTRL:00>の<CTRL:00>マ！<G:7><CTRL:00>な<CTRL:00>タ！<G:7><CTRL:00>し<CTRL:00>シ！う<CTRL:00><G:7><CTRL:00>6<CTRL:00>出！<G:7><CTRL:00>4<CTRL:00>ね！<G:7><CTRL:00>の<CTRL:00>下！<G:7><CTRL:00>な<CTRL:00>何！<G:7><CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00><G:2><CTRL:00>ゃ う<CTRL:00>ら<CTRL:00><G:2><CTRL:00>2！に<CTRL:00>ろ て,untranslated,
8/S8011.DAT,0x47A6C,出！<G:7><CTRL:00>4<CTRL:00>ね！<G:7><CTRL:00>の<CTRL:00>下！<G:7><CTRL:00>な<CTRL:00>何！<G:7><CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00><G:2><CTRL:00>ゃ う<CTRL:00>ら<CTRL:00><G:2><CTRL:00>2！に<CTRL:00>ろ て,untranslated,
8/S8011.DAT,0x47AC0,<G:90>！<G:7><CTRL:00>4<CTRL:00>霊！う<CTRL:00> <CTRL:00>！<CTRL:00><CTRL:FC>  <CTRL:00><G:3><CTRL:00><CTRL:FC> ,untranslated,
8/S8011.DAT,0x47AE6,て！<G:6><CTRL:00>4<CTRL:00>て！<G:6><CTRL:00>の<CTRL:00>て！<G:6><CTRL:00>な<CTRL:00>て！<G:6><CTRL:00>し<CTRL:00>て！う,untranslated,
8/S8011.DAT,0x47D3C,精。ンを？らわた,untranslated,
8/S8011.DAT,0x47D5A,<CTRL:E5>！値ひれ<G:544>投ミベ<CTRL:E6><CTRL:00><CTRL:E5>！場ふ<G:544>投ミベ<CTRL:E6><CTRL:00><CTRL:E5>！年 が精ん<CTRL:E6><CTRL:00><CTRL:E5>！もー出っん<CTRL:E6>,untranslated,
8/S8011.DAT,0x47DB2,よとすをゃで王ン,untranslated,
8/S8011.DAT,0x47DD4,<CTRL:E5>！じ者ひれ話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！運き臣まぼ話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！フダレねま負話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！解い<G:768>ま火<CTRL:E6>,untranslated,
8/S8011.DAT,0x47E2C,<CTRL:E5>！れどどめじ話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！れひ<G:276>まねニ話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！必ま直き話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！解い<G:768>ま火<CTRL:E6>,untranslated,
8/S8011.DAT,0x47E86,<CTRL:E5>！はどま受金話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！解い<G:768>ま火<CTRL:E6>,untranslated,
8/S8011.DAT,0x4801A,"男 
スメリアのアークさんですね。",untranslated,
8/S8011.DAT,0x48060,"はい。
<CTRL:E4>よあなたは？",untranslated,
8/S8011.DAT,0x4809E,"男 
私は、この国に古くから住んで
すつと水の精霊様を守つている
サリュ族の者です。",untranslated,
8/S8011.DAT,0x48102,"男 
ヨシュア様からあなたを
我々の村へご案内するように
と言われております。",untranslated,
8/S8011.DAT,0x48166,父さんから！？,untranslated,
8/S8011.DAT,0x481B6,"男 
はい、ヨシュア様には
大変お世話になりました。
<CTRL:E4>よさ、こちらへどうぞ。",untranslated,
8/S8012.DAT,0x4782E,る<CTRL:00>し<CTRL:00><G:5>,untranslated,
8/S8012.DAT,0x47870,ふ！<G:7><CTRL:00>4<CTRL:00>ふ！<G:7><CTRL:00>の<CTRL:00>ふ！<G:7><CTRL:00>な<CTRL:00>ふ！<G:7><CTRL:00>し<CTRL:00>ふ！<G:6><CTRL:00><CTRL:FF><CTRL:FF>の<CTRL:00>し<CTRL:00>ぞ！て,untranslated,
8/S8012.DAT,0x478EC,一！<G:6><CTRL:00>4<CTRL:00>一！<G:6><CTRL:00>の<CTRL:00>一！<G:6><CTRL:00>な<CTRL:00>一！<G:6><CTRL:00>し<CTRL:00>一！て,untranslated,
