row_number,source file,offset,classification,target_korean,raw_length,raw_sha256,raw_hex,review_status
1615,6/S6014.DAT,0x48F9E,선택지,|스톤 서클|링 위치 설정|소환수|다음 페이지,47,ACA249B20629F394DAD814883CD5E1AE68ED6932BBF3FEB0B79C45F9D01D29C6,E5 03 47 5C 31 34 77 31 4E 53 E6 01 E5 03 6B 34 80 1C DE B1 DE CA DE D5 DD 97 E6 01 E5 03 DD 78 DD 7B DE 6E E6 01 E5 03 DD 2A 1C DD F7 31 7F,
1616,6/S6014.DAT,0x49016,선택지,|포코의 악기|투기장|키토우올|다음 페이지,41,C5A6454CB1226CA398B021539B18FDC7CCC0E3C16FAEEC90EED2BF257FB12D9E,E5 03 D7 D1 1C DD DF DE 7A E6 01 E5 03 93 DD 4C 89 E6 01 E5 03 DD B5 31 5C 71 DE B4 31 53 E6 01 E5 03 DD 2A 1C DD F7 31 7F,
1617,6/S6014.DAT,0x49088,선택지,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만,56,DB9FC7069B927DFED84DCD923A7D168FACF031D0EDB23DE8B62E332B35B527D2,E5 03 57 64 67 DD 9E 1C DD BF 74 E6 01 E5 03 A2 64 34 60 34 80 47 5C 31 34 E6 01 E5 03 42 4E DD 60 77 6B 31 5B 44 DD 4F 1C 3B 99 5A E6 01 E5 03 40 29 75 39 1B 1B 40 37,
1618,6/S6014.DAT,0x49102,빌드대기,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?,50,E9DDC731776B5FA21E2B7C9F7B674D02404258BB9C07A3C492BDC1B82934D06E,6C 69 72 34 25 E6 01 DD 3C 31 DD 4D 34 3A 2D 2A DD 99 88 23 1D 29 1F C3 23 8F 53 DD 56 47 1C DE F2 1C 47 5C 31 34 77 31 4E 53 8A 74 44 27 1E 1F 20 3C,
1619,6/S6014.DAT,0x49166,빌드대기,초핀: 여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...,42,1FAE813547BC6555B9D4DE1A499B958014955AA5904465A5842A1D2C93D4D316,6C 69 72 34 25 E6 01 2E 2E 30 28 24 3F 22 42 65 DB D8 2A 87 23 86 39 27 2B 37 47 5C 31 34 77 31 4E 53 35 49 23 DF 61 DF 61 37,
1623,6/S6014.DAT,0x492F2,빌드대기,초핀: 소환수는 전부 여섯까지라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.,68,61391AD4E74235282B302A4AF461AF725CF2E808C776A0E338F05643B7F6DB12,6C 69 72 34 25 E6 01 DD 78 DD 7B DE 6E 28 DD 08 DD 25 30 17 27 30 1D 22 36 D3 1B 21 3B 39 27 2B 37 DD 64 23 28 A0 45 20 39 23 3E 1B 38 1C 38 1B 22 3D 26 1D 1C 30 3F 4B 2E 4B DE 07 1E 21 6D 21 70 3A 1B 37,
1633,6/S6014.DAT,0x4971C,빌드대기,초핀: 경험치를 두 배로 주는 「비단 띠」는 누구나 착용할 수 있습니다.,67,53783AFE5BE71A4765E47C939BA539EA2A6C7F506206B5A5DF972BC6FE057728,6C 69 72 34 25 E6 01 63 93 30 1C DD DE DE 75 DD D2 2A DF 17 23 1D 22 42 4E DD 60 77 6B 31 2A 3F 22 3D 26 30 2B 37 DE 26 AE 28 5B 44 DD 4F 1C 3B 99 5A 37 E6 01 DD D3 30 38 DD 33 46 22 3D 26 30 2B 4C 37,
1634,6/S6021.DAT,0x48498,빌드대기,"봐 봐, 방향 전환의 피리를 손에 넣었어.",26,46FCF8D7C91B03203AF94695A66B3D8FBD986ACB6CFDAC7F0FE3E8DB1E74FD5E,6D 21 6D 21 E6 01 5B DD 01 44 DD 85 39 1C DE 2F 5A 2F 87 23 1B 32 4B 48 29 1F,
1704,6/S6054.DAT,0x4506E,빌드대기,라마다승려: 정답!,12,45545197B8DC006205DF5F9BDAED13401F61F3BCFF0562553904C014F9D005EF,57 64 67 84 25 E6 01 C7 DD 34 02 02,
1705,6/S6054.DAT,0x450AC,B검수필요,라마다 승려: 스파이는 어디에 있었지?,17,C90FF702C6FE63B285E9B4E1788D6835EA920640CCCC980EB3F1D0ABCD98FAAB,57 64 67 84 25 E6 01 47 A3 65 28 54 2E 23 1B 1F 3C,needs_human_review
1707,6/S6054.DAT,0x45160,빌드대기,라마다승려: 정답!,12,45545197B8DC006205DF5F9BDAED13401F61F3BCFF0562553904C014F9D005EF,57 64 67 84 25 E6 01 C7 DD 34 02 02,
1708,6/S6054.DAT,0x4519E,B검수필요,라마다 승려: 세이브 데이터의 문양은 무엇인가?,29,72EA454879F2704B3F49E2DADD7A1FCBDB4EE801E3AF44B512034A5AF11BFB99,57 64 67 84 25 E6 01 DD 60 31 C9 81 31 62 1C 60 34 DD A1 53 23 1D 29 21 1B 22 1C 28 3C,needs_human_review
1709,6/S6054.DAT,0x451F4,선택지,|아크|쿠쿠루|다다|헤모,32,F88761C291D951B74877F2EB012C53494DE95A4E8D75E74EC1D06CA9AE86D655,E5 03 42 31 4E E6 01 E5 03 4E 4E 53 E6 01 E5 03 62 65 5C 53 A2 DD 3C E6 01 E5 03 DD 3B 5F 7F 31,
1710,6/S6054.DAT,0x4525C,빌드대기,라마다승려: 정답!,12,45545197B8DC006205DF5F9BDAED13401F61F3BCFF0562553904C014F9D005EF,57 64 67 84 25 E6 01 C7 DD 34 02 02,
1711,6/S6054.DAT,0x4529A,B검수필요,라마다 승려: 스메리아 다운타운에 있는 술 취한 사람의 이름은?,32,FFA4E65E4454E99D9912136B69E5965EAB605880A2A4FE461BE940BF9E1F7820,57 64 67 84 25 E6 01 47 78 6B 42 1C 67 71 34 62 71 34 23 1B 22 3D 29 75 33 1B 1C DE 26 AE 28 3C,needs_human_review
1713,6/S6054.DAT,0x4535A,빌드대기,라마다승려: 정답!,12,45545197B8DC006205DF5F9BDAED13401F61F3BCFF0562553904C014F9D005EF,57 64 67 84 25 E6 01 C7 DD 34 02 02,
1714,6/S6054.DAT,0x45398,빌드대기,라마다승려: 아크더래드 속편은?,22,C1A8D2F9DB81D13B1433E324C0EDC1830043AE666EE58C87F811AEEC025B32FC,57 64 67 84 25 E6 01 42 31 4E DD C8 57 82 95 1C 6A 3E 8A 2D 28 3C,
1716,6/S6054.DAT,0x4544A,빌드대기,라마다승려: 정답!정말이냐?,18,90B40BFEB2E76F6318D340B44203B771C566180BCA53F7AF3F073425AF1C0BBF,57 64 67 84 25 E6 01 C7 DD 34 02 02 92 DD 42 35 1D 3C,
1717,6/S6054.DAT,0x4548E,빌드대기,라마다 승려: 아크 더 래드 제작진은?,22,BD0A6D11F3E522C0C21DF5B96997902CAF8CA483E374471F071A5D20F8EF39EE,57 64 67 84 25 E6 01 42 31 4E DD C8 57 82 95 1C 47 62 82 A6 28 3C,
1719,6/S6054.DAT,0x45542,빌드대기,라마다승려: 정답!,12,45545197B8DC006205DF5F9BDAED13401F61F3BCFF0562553904C014F9D005EF,57 64 67 84 25 E6 01 C7 DD 34 02 02,
1720,6/S6054.DAT,0x45580,B검수필요,라마다 승려: 수도의 군 본부에는 사실 지하 50층짜리 던전이...,39,B2C4251C827C4440BF8A5FD2E5E44739BA287DDC8CC2DBF31BBBDCC14F0BEB0F,57 64 67 84 25 E6 01 DE DD DE 98 1C BA 8F A6 DD 03 47 23 28 24 DE 37 28 90 70 16 11 DD B2 1C 67 34 7F 69 34 2A 2C 2C,needs_human_review
1722,6/S6054.DAT,0x45648,빌드대기,라마다승려: 정답!,12,45545197B8DC006205DF5F9BDAED13401F61F3BCFF0562553904C014F9D005EF,57 64 67 84 25 E6 01 C7 DD 34 02 02,
1723,6/S6054.DAT,0x45686,B검수필요,라마다 승려: 유적 던전의 최하층에 있는 것은?,28,55F48692C5FA93786AEE66B57F54AE22BFF1F4828989768F046F51DF3CD93051,57 64 67 84 25 E6 01 DD 8F DD 9D 67 34 7F 69 34 1C 8E DE 2C 70 23 1B 22 38 1C 28 3C,needs_human_review
1725,6/S6054.DAT,0x4573A,빌드대기,라마다승려: 정답!,12,45545197B8DC006205DF5F9BDAED13401F61F3BCFF0562553904C014F9D005EF,57 64 67 84 25 E6 01 C7 DD 34 02 02,
1726,6/S6054.DAT,0x45778,B검수필요,라마다 승려: 라마다 사원의 문이 열렸을 때 안에 보이는 사람은 몇 명인가?,36,7CDD6DBAFB47FD60558E8929CC9F338793AC625DCEF3B7C1B8D2E55B3F63D849,57 64 67 84 25 E6 01 57 64 67 DD 9E 30 36 99 33 2A DD E0 1B 1F 36 44 23 DD 64 23 A0 46 22 52 1C DE D7 28 3C,needs_human_review
1727,6/S6054.DAT,0x457D4,선택지,|20|21|22|23,26,AA799F31F1CF4527F92ABCA1379872666E314E473FF937CA6EE381AB1267281A,E5 03 13 11 52 E6 01 E5 03 13 12 52 E6 01 E5 03 13 13 52 E6 01 E5 03 13 14 52,
1728,6/S6054.DAT,0x45836,빌드대기,라마다승려: 정답!,12,45545197B8DC006205DF5F9BDAED13401F61F3BCFF0562553904C014F9D005EF,57 64 67 84 25 E6 01 C7 DD 34 02 02,
1729,6/S6054.DAT,0x45874,빌드대기,라마다 승려: 스톤서클에서 촌가라가 찾은 아이템은?,33,6ACDF3B722C7FD0DA34CBDFDCB124EDFB34B06B7A8902EFF2CAF928F486FD608,57 64 67 84 25 E6 01 47 5C 31 34 77 31 4E 53 30 6C 69 34 DD 02 57 2A A0 45 49 1F 42 65 DB D8 28 3C,
1730,6/S6054.DAT,0x458CE,선택지,|대단함|고장|찌그러진|달라붙음,41,306D882B54F626F3BBBF2ECEDDFDD1CDE51EF5A36ECF1540049FF0A025597615,E5 03 2B 79 1B 42 65 DB D8 E6 01 E5 03 2E 43 32 1F 42 65 DB D8 E6 01 E5 03 45 CA 32 1F 42 65 DB D8 E6 01 E5 03 4C 58 4C 58,
1731,6/S6054.DAT,0x45940,빌드대기,라마다승려: 정답!,12,45545197B8DC006205DF5F9BDAED13401F61F3BCFF0562553904C014F9D005EF,57 64 67 84 25 E6 01 C7 DD 34 02 02,
1732,6/S6054.DAT,0x4597E,빌드대기,라마다 승려: 초코의 머리빛은 무엇인가?,20,9FDB85CEA3647C14465660C8FCC4778AF2C5DE21690CEE7BDA014E45E1E02132,57 64 67 84 25 E6 01 4B 73 2E 1C 20 6D 1C 49 1C 1B 55 28 3C,
1733,6/S6054.DAT,0x459CA,선택지,|황금|갈|빨강|누구?,38,4D834648F6E6109A8F21E0FF11AFD37EE97598A4B778B1EB8D58649659E68060,E5 03 44 1B 55 E6 01 E5 03 43 49 3F 29 21 4B 48 1B 55 E6 01 E5 03 92 DD 42 28 3F 20 E6 01 E5 03 41 32 28 35 32 3C,
1734,6/S6054.DAT,0x45A38,빌드대기,라마다승려: 정답!,12,45545197B8DC006205DF5F9BDAED13401F61F3BCFF0562553904C014F9D005EF,57 64 67 84 25 E6 01 C7 DD 34 02 02,
1735,6/S6054.DAT,0x45A80,빌드대기,라마다승려: 정답!!,13,6ADD7087ABF8CD4DD980AAA3C8BA95DBB5626CDF53C495F4BD32F49D74D50EFA,57 64 67 84 25 E6 01 50 C7 DD 34 02 02,
1736,6/S6054.DAT,0x45AC8,빌드대기,라마다승려: 문제를 모두 맞힌 건 네가 처음이다. 상으로 이걸 주마.,46,13AA64E78D5BA5C220340ECC451AFDF98B3C26B9BACE350A7227F2BA5328C919,57 64 67 84 25 E6 01 85 1C 38 2D 35 1B 23 DD 08 21 C7 DD 34 1E 1F 1C 28 3B 27 46 2A DE 6C 51 21 35 37 DD 05 26 99 23 2E 32 2F 40 55 26 37,
1737,6/S6054.DAT,0x45B2C,B검수필요,라마다 승려: 내 문제를 모두 맞힌 사람은 네가 두 번째다. 상으로 이걸 주마.,45,0644C9B36B7A3737ECD970195BC03A7A4DAC9376CDD45F55980B5C8B4DB9E03C,57 64 67 84 25 E6 01 85 1C 38 2D 35 1B 23 DD 08 21 C7 DD 34 1E 1F 1C 28 3B 27 46 2A 13 52 51 35 37 DD 05 26 99 23 2E 32 2F 40 55 26 37,needs_human_review
1739,6/S6054.DAT,0x45BF4,빌드대기,이미 가지고 있지 않느냐? 놀리지 마라.,28,0DC7EB889703D2661943B07A32014CA046BFC4364E48877C6E425ECF5F57AC03,36 9F 29 1F 2A 24 38 26 DD 09 29 21 1B 22 30 28 1D 1B 20 3C 7D 40 20 2B 30 1D 1B 37,
1740,6/S6054.DAT,0x45C42,빌드대기,세계에는 정령의 돌 말고 모두 모으면 효과가 나타나는 돌이 또 있다고 들었다.,49,63F0D92672A9B57BE00F135AA93CEDEC762222AFE2C715E59A1E353B19B75625,2E 1C CE DD 12 23 28 24 4D 4F 1C 94 36 38 26 8E 45 24 DD 08 21 DD 5A 51 22 2E 36 23 3D 29 21 DD C1 DD 1F 2A 3F 33 43 32 22 94 2A 3F 22 36 D3 3E 37,
1741,6/S6054.DAT,0x45CA6,빌드대기,그 돌은 모험가들을 위험에서 구해 줄 위대한 힘이 될것이다.,37,52EAB7E77A1FEFB9E948F8D3460B2FD81B147E3871C7CCDF67B45A8C685EC930,41 1C 94 28 24 D2 26 49 2D 1E 48 1F 4B 2F DE 18 DE 40 20 33 2B 3E 26 24 50 1B 1D 22 61 36 1D 22 30 3F 55 26 37,
1742,6/S6054.DAT,0x45D02,B검수필요,라마다 승려: 항상 목적을 가지고 행동하도록 하거라.,26,90D4A5F2BA2D184147DF9AE1B77EAC1FBAA42C9707CE0C3BD0273C13390D8DE1,57 64 67 84 25 E6 01 DE 68 23 AC DD 53 2F DD 09 29 21 74 DC 2B 22 2A 3D 1B 37,needs_human_review
1743,6/S6054.DAT,0x45D52,B검수필요,"라마다 승려: 그건 틀렸지만, 노력은 인정해 주마.",28,6E8B5A30D2F5A7C9E9E0771225C25131FF6F497FC7D60FF01F7DE2E51F154C7E,57 64 67 84 25 E6 01 41 32 28 27 4B 2A 1B 35 2A 24 2A 2D 58 39 28 6D 36 51 3D 26 37,needs_human_review
1744,6/S6054.DAT,0x45DA0,B검수필요,라마다 승려: 그러니 이것을 주마.,19,B74BCC43B2248EA676E72484DAD529395C2946AF0C34BB77B8B331815BF02229,57 64 67 84 25 E6 01 3D 29 21 24 2E 32 2F 3F 9C 3D 26 37,needs_human_review
1746,6/S6054.DAT,0x45E2E,B검수필요,라마다 승려: 수행이 부족한 듯하구나. 다시 도전하도록 해라.,33,1B50EE538569FC7E9ADC1C22757BD0C07D46258ADBF208896A7FEBF894ED655E,57 64 67 84 25 E6 01 DD BF 74 2A DE 9B 39 1D 1B 3D 26 35 37 E6 01 56 DD 85 1E 21 3E 22 2A 3D 1B 37,needs_human_review
1747,6/S6054.DAT,0x45F00,B검수필요,라마다 승려: 정말 잘하셨습니다. 이것을 드리겠습니다.,30,77DBCAEAC828FF1C66CAD2D7190DEDCF52BDBF9A4262DC319EEE5F6A909963AB,57 64 67 84 25 E6 01 3D 3E 2A 2D 58 39 27 1E 1F 4C 37 2E 32 2F 3A 1E B9 9C 27 1E 73 26 37,needs_human_review
1748,6/S6054.DAT,0x45F6E,빌드대기,환수의어금니를받았습니다.,17,A463CB348E8A21261BCAD13A60721B71A17233CEE379849F6E6F2E64AF0BDAB0,5B DD F2 DE 6E 1C DE B0 5A 2F 38 33 1B 27 1E 1F 37,
1749,6/S6054.DAT,0x45FDC,빌드대기,라마다 승려: 이거 이거. 그린 슬라임 버스터 여러분.,34,168A299CCDD48E33ED2655B7AE781F7B11B0333431113A58CF906023656B4109,57 64 67 84 25 E6 01 2E 32 28 2E 32 28 37 E6 01 80 6B 31 34 47 57 65 D8 AF 47 62 31 1C 20 1F 2A 1F 37,
1752,6/S6054.DAT,0x460DE,B검수필요,"라마다 승려: 이런, 자이언트 배트 버스터 여러분이군요.",35,394913EA43CEFEF5643D216F818464E00CE62BB92E64A6868F9530830F3F93EF,57 64 67 84 25 E6 01 2E 32 28 2E 32 28 37 E6 01 7F D6 65 42 34 5C AF 82 5C AF 47 62 31 1C 20 1F 2A 1F 37,needs_human_review
1755,6/S6054.DAT,0x461E2,빌드대기,라마다 승려: 이거 이거. 뱀파이어 배트 버스터 여러분.,37,7467C1D2CCA3F3205229F858C87D5A8C800679548187E7D78CF513D606DAC943,57 64 67 84 25 E6 01 2E 32 28 2E 32 28 37 E6 01 DD 39 DE 4E 34 A3 65 42 AF 82 5C AF 47 62 31 1C 20 1F 2A 1F 37,
1756,6/S6054.DAT,0x4623C,B검수필요,"라마다 승려: 이런, 데스 플레임 버스터 여러분이군요.",32,2E17C69B0078C643FEF12B59894EB91FC167856B07DB972691B2D48361F45C7A,57 64 67 84 25 E6 01 2E 32 28 2E 32 28 37 E6 01 81 47 A6 6F 65 D8 AF 47 62 31 1C 20 1F 2A 1F 37,needs_human_review
1758,6/S6054.DAT,0x462E4,B검수필요,"라마다 승려: 이런, 애시드 슬라임 버스터 여러분이군요.",34,4765C006A598977788CFB76B77B01420896571ADAE93E6DA0143136CB332E94D,57 64 67 84 25 E6 01 2E 32 28 2E 32 28 37 E6 01 42 60 82 95 47 57 65 D8 AF 47 62 31 1C 20 1F 2A 1F 37,needs_human_review
1760,6/S6054.DAT,0x46394,B검수필요,라마다 승려: 처음 도전하시는군요. 우선 몸풀기부터 시작하지요.,41,A9B9ECE61D788A8A2AA8E179CA5D914A1CD27EB42381165E6DBBBF1A00E986BF,57 64 67 84 25 E6 01 DE 6C 51 21 1C DD 98 63 30 2B 4C 37 41 32 30 28 24 27 8C 28 DD 88 87 DD 86 DD 35 36 1B 26 2E 36 30 37,needs_human_review
1762,6/S6054.DAT,0x46440,빌드대기,라마다 승려: 두 번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?,42,757A7E603305056EA5F79801D69E98BFEB06572F83AA700CD23B81E5FD441AFF,57 64 67 84 25 E6 01 13 DD 20 AC 1C DD 98 63 30 2B 4C 37 41 32 30 28 24 2E 32 3E 33 1B 1C 36 2E 55 30 54 26 30 1E 73 26 20 3C,
1764,6/S6054.DAT,0x464EC,빌드대기,라마다 승려: 세 번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?,42,AA818BEFDD3F0CD0794B654C1A7E6F70956A25C0AA63F44F4FD0B9B52B7431D3,57 64 67 84 25 E6 01 14 DD 20 AC 1C DD 98 63 30 2B 4C 37 41 32 30 28 24 2E 32 3E 33 1B 1C 36 2E 55 30 54 26 30 1E 73 26 20 3C,
1766,6/S6054.DAT,0x46598,빌드대기,라마다 승려: 네 번째 도전이시군요. 아직은 이 정도겠지요?,36,4FC43C431C52E874B1B20DF76C4A9EA4F58E66116562965D268DEE613AF2A210,57 64 67 84 25 E6 01 15 DD 20 AC 1C DD 98 63 30 2B 4C 37 27 35 27 35 24 2E 2D 1D 36 2E 55 30 1E 73 26 20 3C,
1768,6/S6054.DAT,0x4663E,B검수필요,라마다 승려: 다섯 번째 도전이시군요. 이제 진심으로 싸워 주십시오.,34,30BFC395D8052758E0D8091ECF1CE7AC7578D6924FB5F562882929B6CEA5B671,57 64 67 84 25 E6 01 16 DD 20 AC 1C DD 98 63 30 2B 4C 37 41 55 41 55 24 92 A9 30 93 29 21 70 3A 1B 37,needs_human_review
1770,6/S6054.DAT,0x466E2,B검수필요,라마다 승려: 여섯 번째 도전이시군요.,19,C000A0EBFDF1ADB82D991CA0E83F5E5B30BD2E224E936B0B8EAD26ACBEA73B3C,57 64 67 84 25 E6 01 17 DD 20 AC 1C DD 98 63 30 2B 4C 37,needs_human_review
1772,6/S6054.DAT,0x46778,빌드대기,"라마다 승려: 7번째 도전이시군요. 슬슬 힘들어지셨겠지만, 힘내시는군요.",45,692B15CAA8253019FFCD9771C05E24AB78A8F8C78CB49F524FAE5D2908D34362,57 64 67 84 25 E6 01 18 DD 20 AC 1C DD 98 63 30 2B 4C 37 41 55 41 55 45 33 3E 1D 29 21 44 1F 30 1E 73 26 2A 24 2A 2D 58 39 27 2B 4C 37,
1774,6/S6054.DAT,0x46828,빌드대기,라마다 승려: 8번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?,42,5F34AB5E361BB903935CDF6C28A2873EBC36E9C98DA46302BB086A1DEFD75B66,57 64 67 84 25 E6 01 19 DD 20 AC 1C DD 98 63 30 2B 4C 37 41 32 30 28 24 2E 32 3E 33 1B 1C 36 2E 55 30 54 26 30 1E 73 26 20 3C,
1778,6/S6054.DAT,0x46980,빌드대기,라마다 승려: 열번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?,43,9381E90D79BFEC9BB56CD123525FBB9C078550F0640B59EA9413580BD26BF7F8,57 64 67 84 25 E6 01 12 11 DD 20 AC 1C DD 98 63 30 2B 4C 37 41 32 30 28 24 2E 32 3E 33 1B 1C 36 2E 55 30 54 26 30 1E 73 26 20 3C,
1780,6/S6054.DAT,0x46A2E,빌드대기,라마다 승려: 열한번째 도전이시군요. 이것으로 마지막입니다.,37,D6C5A779D03D3D3C144478898881C7129615D17F92D38AE018BDC0FBC07F213D,57 64 67 84 25 E6 01 12 12 DD 20 AC 1C DD 98 63 30 2B 4C 37 1B 4B 3B 26 24 2E 32 30 DD 2B C3 23 1D 39 27 2B 37,
1782,6/S6054.DAT,0x46AD6,빌드대기,더는 상대할 사람이 없습니다. 물러나 주십시오.,33,3C168A4C01043D24C540B8F7ABC88F7DE93ADE9E92CB6A0D886C16DDC342E2FA,38 26 DE 09 87 23 1D 22 38 1C 2A 1B 27 59 2D 37 59 29 20 3E 30 2B 2A 3B DD B3 44 36 39 70 3A 1B 37,
1815,7/S7012.DAT,0x47DDA,선택지,|전투 요령 2|유용한 정보|그만,37,B1EE50D8D071DB186CE4C84C7DE300AE1458D924E68436B871F9E93B51DC23B7,E5 03 AF 5C 53 1C DD 11 DD A7 01 41 1C 13 E6 01 E5 03 DE A6 3D 39 1D B0 E6 01 E5 03 40 29 75 39 24 1B 1B 40 37,
1826,7/S7012.DAT,0x481FC,빌드대기,...,7,E0633B40BB528567099E0BC9F38BDC8F129001A062A9187C161EC014B545AD2C,DF 61 DF 61 DF 61 37,
1832,7/S7012.DAT,0x48402,선택지,|아라라토스 유적|미르마나의 이후|라마다 수행|그만,58,7F7B7AFB2167DEEE0053DA7F9D0099DCA7D9FAC14B548065A00E9DCFCD2D3AB5,E5 03 42 57 57 5C 47 1C DD 8F DD 9D 67 34 7F 69 34 E6 01 E5 03 DD 3A 53 64 31 7C 1C 41 1C C3 E6 01 E5 03 57 64 67 DD 9E 30 1C DD BF 74 E6 01 E5 03 40 29 75 39 24 1B 1B 40 37,
1843,7/S7012.DAT,0x487FE,빌드대기,친절하기도 하군.,8,EF3208AE79755055282651C4ABA4D63F55FD2C5A8AAAEEC0CA69793B19D1D50C,40 3A 1E DE B6 1C 26 37,
1847,7/S7012.DAT,0x48950,빌드대기,초핀: 어느 것에 관해 말씀드릴까요?,22,FD833A627226207FF9012FC65AA646AE25CFD3C3F7BD6F0E08F7B89F48872728,6C 69 72 34 25 E6 01 54 32 23 45 1B 21 3B B0 1E 1E 27 1E 73 26 3C,
1848,7/S7012.DAT,0x489A8,선택지,|스톤 서클|링 위치 설정|소환수에 대해|다음 페이지,51,1F5BACB51D7DE242B4C95523B75D7147F57D01C7CE921209A945541C66CDE889,E5 03 47 5C 31 34 77 31 4E 53 E6 01 E5 03 6B 34 80 1C DE B1 DE CA DE D5 DD 97 E6 01 E5 03 DD 78 DD 7B DE 6E 23 45 1B 21 E6 01 E5 03 DD 2A 1C DD F7 31 7F,
1849,7/S7012.DAT,0x48A24,선택지,|포코의 악기|투기장|키토우올|그만,42,35F26F64A7FD83289D466AF3C0539097937D217B100509F03230C18002316FF0,E5 03 D7 D1 1C DD DF DE 7A E6 01 E5 03 93 DD 4C 89 E6 01 E5 03 DD B5 31 5C 71 DE B4 31 53 E6 01 E5 03 40 29 75 39 1B 1B 40 37,
1850,7/S7012.DAT,0x48A96,선택지,|스톤 서클|링 위치 설정|소환수|다음 페이지,47,ACA249B20629F394DAD814883CD5E1AE68ED6932BBF3FEB0B79C45F9D01D29C6,E5 03 47 5C 31 34 77 31 4E 53 E6 01 E5 03 6B 34 80 1C DE B1 DE CA DE D5 DD 97 E6 01 E5 03 DD 78 DD 7B DE 6E E6 01 E5 03 DD 2A 1C DD F7 31 7F,
1851,7/S7012.DAT,0x48B0E,선택지,|포코의 악기|투기장|키토우올|다음 페이지,41,C5A6454CB1226CA398B021539B18FDC7CCC0E3C16FAEEC90EED2BF257FB12D9E,E5 03 D7 D1 1C DD DF DE 7A E6 01 E5 03 93 DD 4C 89 E6 01 E5 03 DD B5 31 5C 71 DE B4 31 53 E6 01 E5 03 DD 2A 1C DD F7 31 7F,
1852,7/S7012.DAT,0x48B80,선택지,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만,56,DB9FC7069B927DFED84DCD923A7D168FACF031D0EDB23DE8B62E332B35B527D2,E5 03 57 64 67 DD 9E 1C DD BF 74 E6 01 E5 03 A2 64 34 60 34 80 47 5C 31 34 E6 01 E5 03 42 4E DD 60 77 6B 31 5B 44 DD 4F 1C 3B 99 5A E6 01 E5 03 40 29 75 39 1B 1B 40 37,
1853,7/S7012.DAT,0x48BFA,빌드대기,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?,50,E9DDC731776B5FA21E2B7C9F7B674D02404258BB9C07A3C492BDC1B82934D06E,6C 69 72 34 25 E6 01 DD 3C 31 DD 4D 34 3A 2D 2A DD 99 88 23 1D 29 1F C3 23 8F 53 DD 56 47 1C DE F2 1C 47 5C 31 34 77 31 4E 53 8A 74 44 27 1E 1F 20 3C,
1854,7/S7012.DAT,0x48C5E,빌드대기,초핀: 여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...,42,1FAE813547BC6555B9D4DE1A499B958014955AA5904465A5842A1D2C93D4D316,6C 69 72 34 25 E6 01 2E 2E 30 28 24 3F 22 42 65 DB D8 2A 87 23 86 39 27 2B 37 47 5C 31 34 77 31 4E 53 35 49 23 DF 61 DF 61 37,
1858,7/S7012.DAT,0x48DEA,빌드대기,초핀: 소환수는 전부 여섯까지라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.,68,61391AD4E74235282B302A4AF461AF725CF2E808C776A0E338F05643B7F6DB12,6C 69 72 34 25 E6 01 DD 78 DD 7B DE 6E 28 DD 08 DD 25 30 17 27 30 1D 22 36 D3 1B 21 3B 39 27 2B 37 DD 64 23 28 A0 45 20 39 23 3E 1B 38 1C 38 1B 22 3D 26 1D 1C 30 3F 4B 2E 4B DE 07 1E 21 6D 21 70 3A 1B 37,
1868,7/S7012.DAT,0x49214,빌드대기,초핀: 경험치를 두 배로 주는 「비단 띠」는 누구나 착용할 수 있습니다.,67,53783AFE5BE71A4765E47C939BA539EA2A6C7F506206B5A5DF972BC6FE057728,6C 69 72 34 25 E6 01 63 93 30 1C DD DE DE 75 DD D2 2A DF 17 23 1D 22 42 4E DD 60 77 6B 31 2A 3F 22 3D 26 30 2B 37 DE 26 AE 28 5B 44 DD 4F 1C 3B 99 5A 37 E6 01 DD D3 30 38 DD 33 46 22 3D 26 30 2B 4C 37,
1884,7/S7021.DAT,0x48D26,선택지,대회 위원: 출전하시겠습니까?|출전|그만,34,FF6DAD9548139E0FC224DD9A5A0CAFA8A308331F1F8E467A35369D67F3046D24,50 7B DD 13 8D 25 E6 01 A5 AA 1D 3A 1B 27 2B 20 3C E6 01 E5 03 A5 AA 2B 22 E6 01 E5 03 A5 AA 1E 1D 1B,
