glyph index,character,how it was established
948,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
949,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
950,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
951,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
952,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
953,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
954,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
955,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
956,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
957,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
958,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
959,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
960,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
961,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
962,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
963,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
964,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
965,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
966,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
967,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
968,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
969,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
970,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
971,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
972,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
973,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
974,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
975,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
976,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
977,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
978,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
979,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
980,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
981,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
982,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
983,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
984,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
985,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
986,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
987,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
988,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
989,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
990,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
991,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
992,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
993,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
994,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
995,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
996,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
997,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
998,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
999,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1000,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1001,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1002,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1003,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1004,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1005,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1006,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1007,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1008,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1009,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1010,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1011,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1012,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1013,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1014,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1015,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1016,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1017,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1018,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1019,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1020,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1021,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1022,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1023,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1024,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1025,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1026,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1027,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1028,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1029,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1030,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1031,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1032,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1033,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1034,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1035,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1036,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1037,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1038,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1039,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1040,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1041,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1042,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1043,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1044,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1045,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1046,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1047,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1048,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1049,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1050,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1051,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1052,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1053,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1054,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1055,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1056,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1057,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1058,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1059,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1060,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1061,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1062,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1063,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1064,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1065,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1066,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1067,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1068,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1069,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1070,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1071,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1072,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1073,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1074,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1075,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1076,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1077,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1078,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1079,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1080,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1081,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1082,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1083,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1084,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1085,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1086,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1087,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1088,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1089,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1090,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1091,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1092,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1093,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1094,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1095,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1096,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1097,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1098,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1099,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1100,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1101,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1102,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1103,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1104,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1105,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1106,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1107,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1108,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1109,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1110,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1111,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1112,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1113,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1114,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1115,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1116,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1117,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1118,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1119,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1120,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1121,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1122,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1123,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1124,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1125,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1126,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1127,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1128,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1129,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1130,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1131,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1132,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1133,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1134,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1135,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1136,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1137,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1138,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1139,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1140,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1141,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1142,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1143,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1144,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1145,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1146,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1147,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1148,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1149,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1150,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1151,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1152,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1153,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1154,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1155,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1156,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1157,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1158,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1159,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1160,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1161,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1162,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1163,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1164,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1165,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1166,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1167,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1168,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1169,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1170,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1171,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1172,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1173,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1174,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1175,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1176,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1177,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1178,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1179,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1180,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1181,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1182,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1183,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1184,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1185,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1186,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1187,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1188,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1189,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1190,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1191,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1192,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1193,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1194,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1195,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1196,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1197,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1198,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1199,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1200,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1201,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1202,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1203,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1204,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1205,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1206,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1207,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1208,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1209,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1210,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1211,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1212,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1213,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1214,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1215,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1216,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1217,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1218,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1219,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1220,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1221,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1222,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1223,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1224,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1225,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1226,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1227,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1228,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1229,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1230,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1231,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1232,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1233,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1234,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1235,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1236,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1237,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1238,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
1239,,"unresolved: no clean-string, corpus, or unambiguous external-Japanese-script proof"
