id,status,severity,finding,evidence,next_action,scope,original_choice_count,current_choice_count,original_japanese,current_korean
7/S7028.DAT:486E8,CONFIRMED_DEFECT,MEDIUM,"Original selected-character E2 name + さんですね confirmation loses the name entirely (맞나?/맞습니까?). Current confirmation no longer repeats whom the player selected. Most rows also flatten polite NPC speech. V373 only fixed one question register, not this missing identity.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=359; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Review proposal and consistent terminology before any canonical/game modification,choice_or_quiz,2,2,"<CTRL:E2:08>さんですね。
<CTRL:E5:03>わしかい
<CTRL:E5:03>いやじゃ
",맞나?   |<CTRL:E503>예   |<CTRL:E503>아니오 |
7/S7028.DAT:48AB8,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=360; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,3,3,"<CTRL:E5:03>参加する
<CTRL:E5:03>参加しない
<CTRL:E5:03>ヤミ闘技場に参加する",<CTRL:E503>출전  |<CTRL:E503>그만   |<CTRL:E503>비밀 투기장   
7/S7028.DAT:48B70,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=361; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"大会委員 
本当にいいんですか？
<CTRL:E5:03>ぜつたい勝てる!
<CTRL:E5:03>まだやり残したことが・",대회 위원:|정말 출전하시겠습니까?|<CTRL:E503>꼭 이긴다!|<CTRL:E503>아직 할 일이…   
8/S8011.DAT:47D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=362; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,<CTRL:E502> 뒤    제<CTRL:E600><CTRL:E502>자십   제<CTRL:E600><CTRL:E502>운어러의 <CTRL:E600><CTRL:E502> 스은오 <CTRL:E600>
8/S8011.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=363; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 면뒤 거 <CTRL:E600><CTRL:E502> 덕요드변거 <CTRL:E600><CTRL:E502>심여스도드 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
8/S8011.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=364; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느느고 거 <CTRL:E600><CTRL:E502> 뒤라드도토거 <CTRL:E600><CTRL:E502> 드 덕거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
8/S8011.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=365; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,2,2,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느드두 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
8/S8012.DAT:47D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=366; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,<CTRL:E502> 뒤    제<CTRL:E600><CTRL:E502>자십   제<CTRL:E600><CTRL:E502>운어러의 <CTRL:E600><CTRL:E502> 스은오 <CTRL:E600>
8/S8012.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=367; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 면뒤 거 <CTRL:E600><CTRL:E502> 덕요드변거 <CTRL:E600><CTRL:E502>심여스도드 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
8/S8012.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=368; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느느고 거 <CTRL:E600><CTRL:E502> 뒤라드도토거 <CTRL:E600><CTRL:E502> 드 덕거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
8/S8012.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=369; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,2,2,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느드두 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
8/S8012.DAT:48020,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=370; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"<CTRL:E5:03>出発する
<CTRL:E5:03>出発しない",<CTRL:E503>출발 |<CTRL:E503>그만   
8/S8013.DAT:46D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=371; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,<CTRL:E502> 뒤    제<CTRL:E600><CTRL:E502>자십   제<CTRL:E600><CTRL:E502>운어러의 <CTRL:E600><CTRL:E502> 스은오 <CTRL:E600>
8/S8013.DAT:46DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=372; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 면뒤 거 <CTRL:E600><CTRL:E502> 덕요드변거 <CTRL:E600><CTRL:E502>심여스도드 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
8/S8013.DAT:46E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=373; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느느고 거 <CTRL:E600><CTRL:E502> 뒤라드도토거 <CTRL:E600><CTRL:E502> 드 덕거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
8/S8013.DAT:46E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=374; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,2,2,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느드두 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
8/S8013.DAT:476B6,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=375; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,3,3,"<CTRL:E5:03>出発する
<CTRL:E5:03>出発しない
<CTRL:E5:03>耳よりな話を聞きたい!",<CTRL:E503>출발 |<CTRL:E503>그만   |<CTRL:E503>유용한 정보     
8/S8013.DAT:47996,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=376; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,4,4,"<CTRL:E5:03>ストーンサークル
<CTRL:E5:03>リングの位置設定
<CTRL:E5:03>召喚獣について
<CTRL:E5:03>次のページ",<CTRL:E503>스톤 서클 |<CTRL:E503>링 위치 설정  |<CTRL:E503>소환수에 대해 |<CTRL:E503>다음 페이지 
8/S8013.DAT:47A12,CONFIRMED_DEFECT,MEDIUM,"Original glyphs say ヒートウォール (Heat Wall), but current menu says 키토우올. Main skill_name29 is 히트 월. Original heat spell name was misread and its tutorial menu no longer matches the selectable skill.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=377; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Review proposal and consistent terminology before any canonical/game modification,choice_or_quiz,4,4,"<CTRL:E5:03>ポコの楽器
<CTRL:E5:03>闘技場
<CTRL:E5:03>キートウオール
<CTRL:E5:03>やつっりいいや。",<CTRL:E503>포코의 악기|<CTRL:E503>투기장|<CTRL:E503>키토우올    |<CTRL:E503>그만      
8/S8013.DAT:47A84,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=378; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,4,4,"<CTRL:E5:03>ストーンサークル
<CTRL:E5:03>リングの位置設定
<CTRL:E5:03>召喚獣
<CTRL:E5:03>次のページ",<CTRL:E503>스톤 서클 |<CTRL:E503>링 위치 설정  |<CTRL:E503>소환수 |<CTRL:E503>다음 페이지 
8/S8013.DAT:47AFC,CONFIRMED_DEFECT,MEDIUM,"Original glyphs say ヒートウォール (Heat Wall), but current menu says 키토우올. Main skill_name29 is 히트 월. Original heat spell name was misread and its tutorial menu no longer matches the selectable skill.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=379; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Review proposal and consistent terminology before any canonical/game modification,choice_or_quiz,4,4,"<CTRL:E5:03>ポコの楽器
<CTRL:E5:03>闘技場
<CTRL:E5:03>キートウオール
<CTRL:E5:03>次のページ",<CTRL:E503>포코의 악기|<CTRL:E503>투기장|<CTRL:E503>키토우올    |<CTRL:E503>다음 페이지 
8/S8013.DAT:47B6E,CONFIRMED_DEFECT,MEDIUM,Same equipment きぬのおび is 비단 띠 here versus equipment_name4 비단 허리띠. Cross-UI item name inconsistency; do not alter its mechanics.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=380; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Review proposal and consistent terminology before any canonical/game modification,choice_or_quiz,4,4,"<CTRL:E5:03>ラマダ寺の修行
<CTRL:E5:03>ロマンシングストーン
<CTRL:E5:03>アクセサリー<G:90>きぬのおび<G:89>
<CTRL:E5:03>やつっりいいや。",<CTRL:E503>라마다사 수행 |<CTRL:E503>로맨싱 스톤 |<CTRL:E503>장신구 비단 띠    |<CTRL:E503>그만      
B/SB071.DAT:47EA6,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=381; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"それでもいいか？

<CTRL:E5:03>もちろん
<CTRL:E5:03>やつっりやめよう。",괜찮을까?||<CTRL:E503>물론 |<CTRL:E503>그만       
B/SB072.DAT:487A6,NEEDS_SOURCE_CONFIRMATION,HIGH,Embedded NUL/control/opcode-looking source candidate B/SB072:487A6; ordinary prose decoding is not valid evidence. Root VM/canonical false-extraction audit must establish its consumer.,Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=382; original catalog sources=['story_corpus'],Original glyph/caller/VM confirmation required,choice_or_quiz,1,0,は<CTRL:00><N:＄:1:05><CTRL:00><N:X:20:06><CTRL:00>話 <CTRL:E5><N:＆:4:07><N:≠:16:04><CTRL:00>た<CTRL:00>闘,자
C1/SC011.DAT:46DE6,PASS_SEMANTIC,NONE,"Directly compared original/current meaning; no material choice direction, count, target or action change identified. Runtime branch/geometry approval is separate.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=383; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv', 'ui_battle_choice_v39.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"戦闘になるぞ。いいか？
<CTRL:E5:03>はい
<CTRL:E5:03>やつっりやめる",싸우게 된다. 괜찮나?|<CTRL:E503>예 |<CTRL:E503>그만둔다  
C1/SC011.DAT:46E48,PASS_SEMANTIC,NONE,"Directly compared original/current meaning; no material choice direction, count, target or action change identified. Runtime branch/geometry approval is separate.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=384; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv', 'ui_battle_choice_v39.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"戦闘になるよ。いいの？
<CTRL:E5:03>はい
<CTRL:E5:03>やつっりやめる",싸우게 돼. 괜찮아?|<CTRL:E503>응|<CTRL:E503>그만둘래 
C1/SC011.DAT:46EAA,PASS_SEMANTIC,NONE,"Directly compared original/current meaning; no material choice direction, count, target or action change identified. Runtime branch/geometry approval is separate.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=385; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv', 'ui_battle_choice_v39.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"やるぜ。もちろんいいよな
<CTRL:E5:03>はい
<CTRL:E5:03>やつっりやめる",간다. 물론 괜찮겠지?|<CTRL:E503>물론|<CTRL:E503>역시 그만 
C1/SC011.DAT:46F0E,PASS_SEMANTIC,NONE,"Directly compared original/current meaning; no material choice direction, count, target or action change identified. Runtime branch/geometry approval is separate.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=386; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv', 'ui_battle_choice_v39.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"戦闘になるけど、いいのかな？
<CTRL:E5:03>はい
<CTRL:E5:03>やつっりやめる","싸우게 되는데, 괜찮을까?|<CTRL:E503>괜찮아|<CTRL:E503>그만둘래 "
C1/SC011.DAT:46F74,PASS_SEMANTIC,NONE,"Directly compared original/current meaning; no material choice direction, count, target or action change identified. Runtime branch/geometry approval is separate.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=387; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv', 'ui_battle_choice_v39.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"戦闘になるがいいのかな？
<CTRL:E5:03>はい
<CTRL:E5:03>やつっりやめる",싸우게 되는데 괜찮으려나?|<CTRL:E503>괜찮다|<CTRL:E503>그만두마  
C1/SC011.DAT:46FD8,PASS_SEMANTIC,NONE,"Directly compared original/current meaning; no material choice direction, count, target or action change identified. Runtime branch/geometry approval is separate.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=388; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv', 'ui_battle_choice_v39.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"いいか？
<CTRL:E5:03>はい
<CTRL:E5:03>やつっりやめる",괜찮나?|<CTRL:E503>예 |<CTRL:E503>그만둔다  
C1/SC011.DAT:47034,PASS_SEMANTIC,NONE,"Directly compared original/current meaning; no material choice direction, count, target or action change identified. Runtime branch/geometry approval is separate.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=389; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv', 'ui_battle_choice_v39.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"どうしようかね
<CTRL:E5:03>やる
<CTRL:E5:03>やつっりやめる",어떻게 할까?|<CTRL:E503>싸운다|<CTRL:E503>그만둔다  
C1/SC021.DAT:46DE6,PASS_SEMANTIC,NONE,"Directly compared original/current meaning; no material choice direction, count, target or action change identified. Runtime branch/geometry approval is separate.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=390; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv', 'ui_battle_choice_v39.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"戦闘になるぞ。いいか？
<CTRL:E5:03>はい
<CTRL:E5:03>やつっりやめる",싸우게 된다. 괜찮나?|<CTRL:E503>예 |<CTRL:E503>그만둔다  
C1/SC021.DAT:46E48,PASS_SEMANTIC,NONE,"Directly compared original/current meaning; no material choice direction, count, target or action change identified. Runtime branch/geometry approval is separate.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=391; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv', 'ui_battle_choice_v39.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"戦闘になるよ。いいの？
<CTRL:E5:03>はい
<CTRL:E5:03>やつっりやめる",싸우게 돼. 괜찮아?|<CTRL:E503>응|<CTRL:E503>그만둘래 
C1/SC021.DAT:46EAA,PASS_SEMANTIC,NONE,"Directly compared original/current meaning; no material choice direction, count, target or action change identified. Runtime branch/geometry approval is separate.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=392; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv', 'ui_battle_choice_v39.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"やるぜ。もちろんいいよな
<CTRL:E5:03>はい
<CTRL:E5:03>やつっりやめる",간다. 물론 괜찮겠지?|<CTRL:E503>물론|<CTRL:E503>역시 그만 
C1/SC021.DAT:46F0E,PASS_SEMANTIC,NONE,"Directly compared original/current meaning; no material choice direction, count, target or action change identified. Runtime branch/geometry approval is separate.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=393; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv', 'ui_battle_choice_v39.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"戦闘になるけど、いいのかな？
<CTRL:E5:03>はい
<CTRL:E5:03>やつっりやめる","싸우게 되는데, 괜찮을까?<CTRL:E503>괜찮아|<CTRL:E503>그만둘래 "
C1/SC021.DAT:46F74,PASS_SEMANTIC,NONE,"Directly compared original/current meaning; no material choice direction, count, target or action change identified. Runtime branch/geometry approval is separate.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=394; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv', 'ui_battle_choice_v39.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"戦闘になるがいいのかな？
<CTRL:E5:03>はい
<CTRL:E5:03>やつっりやめる",싸우게 되는데 괜찮으려나?<CTRL:E503>괜찮다|<CTRL:E503>그만두마  
C1/SC021.DAT:46FD8,PASS_SEMANTIC,NONE,"Directly compared original/current meaning; no material choice direction, count, target or action change identified. Runtime branch/geometry approval is separate.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=395; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv', 'ui_battle_choice_v39.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"いいか？
<CTRL:E5:03>はい
<CTRL:E5:03>やつっりやめる",괜찮나?|<CTRL:E503>예 |<CTRL:E503>그만둔다  
C1/SC021.DAT:47034,PASS_SEMANTIC,NONE,"Directly compared original/current meaning; no material choice direction, count, target or action change identified. Runtime branch/geometry approval is separate.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=396; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv', 'ui_battle_choice_v39.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"どうしようかね
<CTRL:E5:03>やる
<CTRL:E5:03>やつっりやめる",어떻게 할까?|<CTRL:E503>싸운다|<CTRL:E503>그만둔다  
C1/SC031.DAT:46DE6,PASS_SEMANTIC,NONE,"Directly compared original/current meaning; no material choice direction, count, target or action change identified. Runtime branch/geometry approval is separate.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=397; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv', 'ui_battle_choice_v39.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"戦闘になるぞ。いいか？
<CTRL:E5:03>はい
<CTRL:E5:03>やつっりやめる",싸우게 된다. 괜찮나?|<CTRL:E503>예 |<CTRL:E503>그만둔다  
C1/SC031.DAT:46E48,PASS_SEMANTIC,NONE,"Directly compared original/current meaning; no material choice direction, count, target or action change identified. Runtime branch/geometry approval is separate.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=398; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv', 'ui_battle_choice_v39.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"戦闘になるよ。いいの？
<CTRL:E5:03>はい
<CTRL:E5:03>やつっりやめる",싸우게 돼. 괜찮아?|<CTRL:E503>응|<CTRL:E503>그만둘래 
